mmu:106740	uncharacterized LOC106740
mmu:70454	Cenpl, 2610300B10Rik, AW121806, AW550697, CENP-L; centromere protein L; K11504 centromere protein L
mmu:228769	Psmf1, AW048666, BC012260, PI31; proteasome (prosome, macropain) inhibitor subunit 1; K06700 proteasome inhibitor subunit 1 (PI31)
mmu:11800	Api5, AAC-11, AI196452, API-5; apoptosis inhibitor 5
mmu:70024	Mcm10, 2410041F14Rik, AU018508, C330019M07Rik, C79164; minichromosome maintenance deficient 10 (S. cerevisiae); K10736 minichromosome maintenance protein 10
mmu:213696	Duoxa1, BC019755, Nip, Nip1; dual oxidase maturation factor 1; K17233 dual oxidase maturation factor 1
mmu:53312	Nub1, 4931404D21Rik, 6330412F12Rik, BS4, NY-REN-18; negative regulator of ubiquitin-like proteins 1
mmu:24018	Rngtt, AU020997, HCE, MCE1; RNA guanylyltransferase and 5'-phosphatase (EC:2.7.7.50 3.1.3.33); K13917 mRNA-capping enzyme [EC:2.7.7.50 3.6.1.-]
mmu:12802	Cnr2, CB-2, CB2, CB2-R; cannabinoid receptor 2 (macrophage); K04278 cannabinoid receptor 2 (macrophage)
mmu:75073	4930505K13Rik; RIKEN cDNA 4930505K13 gene
mmu:68771	1110058D11Rik; RIKEN cDNA 1110058D11 gene
mmu:69432	1700026J14Rik; RIKEN cDNA 1700026J14 gene
mmu:78110	4930428D20Rik; RIKEN cDNA 4930428D20 gene
mmu:78086	4930555B12Rik; RIKEN cDNA 4930555B12 gene
mmu:78178	4930511A08Rik; RIKEN cDNA 4930511A08 gene
mmu:78202	4930557K07Rik; RIKEN cDNA 4930557K07 gene
mmu:78238	6030471H07Rik; RIKEN cDNA 6030471H07 gene
mmu:71368	5430431A17Rik; RIKEN cDNA 5430431A17 gene
mmu:78639	1700116B05Rik; RIKEN cDNA 1700116B05 gene
mmu:78638	1700113B09Rik; RIKEN cDNA 1700113B09 gene
mmu:78640	1700122C19Rik; RIKEN cDNA 1700122C19 gene
mmu:75252	4930555G21Rik; RIKEN cDNA 4930555G21 gene
mmu:78917	4930455G09Rik; RIKEN cDNA 4930455G09 gene
mmu:75855	4930579H20Rik; RIKEN cDNA 4930579H20 gene
mmu:75878	4930579P08Rik; RIKEN cDNA 4930579P08 gene
mmu:76720	1700084D21Rik; RIKEN cDNA 1700084D21 gene
mmu:69337	1700012C14Rik; RIKEN cDNA 1700012C14 gene
mmu:76786	2510003B16Rik; RIKEN cDNA 2510003B16 gene
mmu:69407	1700025J12Rik; RIKEN cDNA 1700025J12 gene
mmu:70194	2310075C17Rik; RIKEN cDNA 2310075C17 gene
mmu:381002	Gm5144; predicted gene 5144
mmu:242705	E2f2, E2F-2; E2F transcription factor 2; K09389 transcription factor E2F2
mmu:230777	Hcrtr1, Ox1r, ox-1-R, ox1-R; hypocretin (orexin) receptor 1; K04238 hypocretin (orexin) receptor 1
mmu:56703	Pigo, PIG-O; phosphatidylinositol glycan anchor biosynthesis, class O; K05288 phosphatidylinositol glycan, class O
mmu:74035	Nol9, 4632412I24Rik, 6030462G04Rik, AI449622, AW490720; nucleolar protein 9 (EC:2.3.1.50); K06947 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
mmu:71890	Mad2l2, 2310033C13Rik, G1-453-4, MAD2B, REV7, repro22; MAD2 mitotic arrest deficient-like 2; K13728 mitotic spindle assembly checkpoint protein MAD2B
mmu:74152	Stra6l, 1300002K09Rik, Rbpr2; STRA6-like
mmu:77056	Tmco4, 4632413C14Rik, AI430825; transmembrane and coiled-coil domains 4
mmu:142681	Slc34a3, AI649385, Npt2c, Npt2c-v1, NptIIc, naPi-2c; solute carrier family 34 (sodium phosphate), member 3; K14683 solute carrier family 34 (sodium-dependent phosphate cotransporter)
mmu:73610	Zfp433, 1700123A16Rik; zinc finger protein 433
mmu:103949	Rn7s2, Gm26191, Rn7s-2; 7S RNA 2
mmu:103948	Rn7s1, Gm22405, Rn7s-1; 7S RNA 1
mmu:77398	9530014B07Rik; RIKEN cDNA 9530014B07 gene
mmu:77538	C330004P14Rik; RIKEN cDNA C330004P14 gene
mmu:77631	4930554H23Rik; RIKEN cDNA 4930554H23 gene
mmu:230908	Tardbp, 1190002A23Rik, C85084, TDP-43, Tdp43; TAR DNA binding protein
mmu:19212	Pter, AI790318, Mpr56-1; phosphotriesterase related; K07048 phosphotriesterase-related protein
mmu:100182	Akna, AI597013; AT-hook transcription factor
mmu:26972	Spo11, AI449549; SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae); K10878 meiotic recombination protein SPO11
mmu:319720	9630028I04Rik; RIKEN cDNA 9630028I04 gene
mmu:217601	cDNA sequence BC042761
mmu:78034	4930528H21Rik; RIKEN cDNA 4930528H21 gene
mmu:75769	Lppr5, 4833424O15Rik, PRG-5, Pap2d; lipid phosphate phosphatase-related protein type 5; K19581 lipid phosphate phosphatase-related protein type 1/2/5
mmu:494497	FDC-SP; cDNA sequence BC037156
mmu:546096	Gm29682; predicted gene, 29682
mmu:623726	A430085M09Rik, EG623726; RIKEN cDNA A430085M09 gene
mmu:320449	A730004F24Rik; RIKEN cDNA A730004F24 gene
mmu:229714	Gpr61; G protein-coupled receptor 61; K08414 G protein-coupled receptor 61
mmu:75205	4930533N22Rik; RIKEN cDNA 4930533N22 gene
mmu:629481	Gm29687; predicted gene, 29687
mmu:100039148	Gm12128, OTTMUSG00000005422; predicted gene 12128
mmu:71873	2310003N18Rik; RIKEN cDNA 2310003N18 gene
mmu:72268	1700027F06Rik; RIKEN cDNA 1700027F06 gene
mmu:72305	2210404E10Rik; RIKEN cDNA 2210404E10 gene
mmu:237175	Adgrg2, AW212196, B830041D06Rik, Gpr64, Me6; adhesion G protein-coupled receptor G2; K08451 G protein-coupled receptor 64
mmu:12614	Celsr1, Adgrc1, Crsh, Scy, crash; cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila); K04600 cadherin EGF LAG seven-pass G-type receptor 1
mmu:26364	Adgre5, AA409984, Cd97, TM7LN1; adhesion G protein-coupled receptor E5; K08446 CD97 antigen
mmu:24063	Spry1, sprouty1, spry-1; sprouty homolog 1 (Drosophila); K04704 protein sprouty homolog 1
mmu:319387	Adgrl3, 5430402I23Rik, CIRL-3, D130075K09Rik, Gm1379, LEC3, Lphn3, mKIAA0768; adhesion G protein-coupled receptor L3; K04594 latrophilin 3
mmu:110789	Adgrv1, Frings, Gpr98, Mass1, Mgr1, VLGR1; adhesion G protein-coupled receptor V1; K18263 G-protein coupled receptor 98
mmu:15505	Hsph1, 105kDa, AI790491, Hsp105, Hsp110, hsp-E7I, hsp110/105; heat shock 105kDa/110kDa protein 1; K09485 heat shock protein 110kDa
mmu:54672	Adgrg3, A030001G24Rik, AW214383, Gpr97, Pb1, Pb99; adhesion G protein-coupled receptor G3; K08452 G protein-coupled receptor 97
mmu:107934	Celsr3, Adgrc3, Fmi1, flamingo, mKIAA0812; cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila); K04602 cadherin EGF LAG seven-pass G-type receptor 3
mmu:14766	Adgrg1, Cyt28, Gpr56, TM7LN4, TM7XN1; adhesion G protein-coupled receptor G1; K08450 G protein-coupled receptor 56
mmu:210933	Adgrb3, A830096D10Rik, Bai3; adhesion G protein-coupled receptor B3; K04598 brain-specific angiogenesis inhibitor 3
mmu:76633	1700112E06Rik, 2700009F18Rik; RIKEN cDNA 1700112E06 gene
mmu:330814	Adgrl1, 2900070I05Rik, AI182398, CLIBA, Lec2, Lphn1, mKIAA0821; adhesion G protein-coupled receptor L1; K04592 latrophilin 1
mmu:12095	Bglap3, AI461847, Bglap-rs1, OC-X, ORG, mOC-X; bone gamma-carboxyglutamate protein 3
mmu:224792	Adgrf5, 8430401C09Rik, 9330185D23, AI528491, Gpr116, mKIAA0758; adhesion G protein-coupled receptor F5; K08458 G protein-coupled receptor 116
mmu:170757	Adgrl4, 1110033N21Rik, ETL1, Eltd1, Etl; adhesion G protein-coupled receptor L4; K04595 latrophilin and seven transmembrane domain containing 1
mmu:53883	Celsr2, Adgrc2, EGFL2, Flamingo1, flamingo, mKIAA0279, mfmi1; cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila); K04601 cadherin EGF LAG seven-pass G-type receptor 2
mmu:107831	Adgrb1, B830018M07Rik, Bai1, R75078, mKIAA4089; adhesion G protein-coupled receptor B1; K04596 brain-specific angiogenesis inhibitor 1
mmu:215798	Adgrg6, 1190004A11Rik, AI449247, AW045736, DREG, Gm222, Gpr126; adhesion G protein-coupled receptor G6; K08463 G protein-coupled receptor 126
mmu:78560	Adgra3, 8430414O08Rik, 9530074E10Rik, Gpr124, Tem5, mKIAA1531; adhesion G protein-coupled receptor A3; K08461 G protein-coupled receptor 124
mmu:12266	C3, AI255234, ASP, HSE-MSF, Plp; complement component 3 (EC:3.4.21.43); K03990 complement component 3
mmu:12263	C2; complement component 2 (within H-2S) (EC:3.4.21.43); K01332 complement component 2 [EC:3.4.21.43]
mmu:100504068	Hotairm1, Gm15051, Hoxaas1; Hoxa transcript antisense RNA, myeloid-specific 1
mmu:105242657	Hoxaas2, 2810043O09Rik, 5730446D14Rik; Hoxa cluster antisense RNA 2
mmu:381350	Spag6l; sperm associated antigen 6 like
mmu:217684	Susd6, 4933426M11Rik, mKIAA0247; sushi domain containing 6
mmu:66276	1810009A15Rik; RIKEN cDNA 1810009A15 gene
mmu:66586	Crls1, 0610009I22Rik, 4930557M15Rik, 5730490M08Rik; cardiolipin synthase 1 (EC:2.7.8.41); K08744 cardiolipin synthase [EC:2.7.8.-]
mmu:56348	Hsd17b12, 2610510O05Rik, AI172963, KIK-I, Kik1; hydroxysteroid (17-beta) dehydrogenase 12 (EC:1.1.1.62 1.1.1.330); K10251 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]
mmu:268706	Slc38a9, 4833412L08Rik, 6720411P22Rik, 9130023D20Rik, 9430067K09Rik, A730092C09; solute carrier family 38, member 9; K14995 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 9
mmu:99663	Clca4a, 9130020L07Rik, AI504701, Clca4, Clca6; chloride channel calcium activated 4A; K05030 calcium-activated chloride channel regulator 4
mmu:381229	Cfap58, Ccdc147, Gm969; cilia and flagella associated protein 58
mmu:67719	2310057J18Rik, 2210414P04Rik, Leg1; RIKEN cDNA 2310057J18 gene
mmu:71860	Cfap52, 1700019F09Rik, 4933417B11Rik, WDRPUH, Wdr16; cilia and flagella associated protein 52
mmu:55932	Gbp3, AW228655, GBP-3, GBP-4, Gbp4; guanylate binding protein 3
mmu:67228	Dph7, 2810443J12Rik, AW060693, Wdr85; diphthamine biosynethesis 7 (EC:3.1.1.97); K17868 diphthamide biosynthesis protein 7
mmu:11501	Adam8, ADAM_8, CD156, CD156a, E430039A18Rik, MS2; a disintegrin and metallopeptidase domain 8; K06540 disintegrin and metalloproteinase domain-containing protein 8 [EC:3.4.24.-]
mmu:66454	Nmnat1, 2610529L11Rik, 5730441G13Rik, D4Cole1e, nmnat; nicotinamide nucleotide adenylyltransferase 1 (EC:2.7.7.1 2.7.7.18); K06210 nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
mmu:218503	Fcho2, 5832424M12Rik, AA387320; FCH domain only 2
mmu:11807	Apoa2, Alp-2, Apo-AII, ApoA-II, ApoAII, Apoa-2, Hdl-1; apolipoprotein A-II; K08758 apolipoprotein A-II
mmu:106861	Abhd3, AA675331, LABH3; abhydrolase domain containing 3 (EC:3.1.1.4 3.1.1.32); K13696 abhydrolase domain-containing protein 1/3
mmu:74080	Nmnat3, 4933408N02Rik, PNAT3; nicotinamide nucleotide adenylyltransferase 3 (EC:2.7.7.1 2.7.7.18); K06210 nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
mmu:403088	Tcaf3, Eapa2, Fam115e; TRPM8 channel-associated factor 3
mmu:75472	Cfap126, 1700009P17Rik, AV282292, Flattop, Fltp; cilia and flagella associated protein 126
mmu:67278	Pagr1a, 2900092E17Rik, C77040, PA1, PAGR1; PAXIP1 associated glutamate rich protein 1A; K14973 PAXIP1-associated protein 1
mmu:67365	Hdhd1a, 1700121L12Rik, GS1, Hdhd1; haloacid dehalogenase-like hydrolase domain containing 1A (EC:3.1.3.96); K17623 pseudouridine-5'-monophosphatase [EC:3.1.3.-]
mmu:11727	Ang, AI385586, Ang1, Rnase5, Rnase5a; angiogenin, ribonuclease, RNase A family, 5 (EC:3.1.27.-); K16631 angiogenin [EC:3.1.27.-]
mmu:226518	Nmnat2, AI843915, D030041I09Rik, PNAT1, PNAT2; nicotinamide nucleotide adenylyltransferase 2 (EC:2.7.7.1 2.7.7.18); K06210 nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
mmu:69101	Ydjc, 1810015A11Rik, 4930521M19Rik; YdjC homolog (bacterial)
mmu:207278	Fchsd2, BC034086, R74866, Sh3md3, mKIAA0769; FCH and double SH3 domains 2
mmu:70791	Hars2, 4631412B19Rik, HARSR, HO3, Harsl; histidyl-tRNA synthetase 2, mitochondrial (putative) (EC:6.1.1.21); K01892 histidyl-tRNA synthetase [EC:6.1.1.21]
mmu:102920	Cenpi, CENP-I, Fshprh1; centromere protein I; K11501 centromere protein I
mmu:18783	Pla2g4a, Pla2g4, cPLA2, cPLA2-alpha, cPLA2alpha; phospholipase A2, group IVA (cytosolic, calcium-dependent) (EC:3.1.1.5 3.1.1.4); K16342 cytosolic phospholipase A2 [EC:3.1.1.4]
mmu:12310	Calca, CA, CGRP-1, CGRP1, Calc, Calc1, Cgrp, Ct, Ctn; calcitonin/calcitonin-related polypeptide, alpha
mmu:67417	Ears2, 3230401I01Rik, mKIAA1970; glutamyl-tRNA synthetase 2 (mitochondrial)(putative) (EC:6.1.1.17); K01885 glutamyl-tRNA synthetase [EC:6.1.1.17]
mmu:102465671	Mir7116, mmu-mir-7116; microRNA 7116
mmu:102636142	4930526H09Rik; RIKEN cDNA 4930526H09 gene
mmu:12380	Cast; calpastatin; K04281 calpastatin
mmu:677884	Pakap, AF064781, Gm20459, Palm2-Akap2, Palm2Akap2; paralemmin A kinase anchor protein
mmu:434728	Gm14499, EG434728, Fthl17L4, OTTMUSG00000016862; predicted gene 14499
mmu:103611159	Pcdha7-g; protocadherin alpha 7-gamma; K16493 protocadherin alpha
mmu:101055863	uncharacterized LOC101055863
mmu:233810	Abca16, AY243472; ATP-binding cassette, sub-family A (ABC1), member 16
mmu:382064	Gm1110; predicted gene 1110
mmu:623198	Gm6408; predicted gene 6408
mmu:14168	Fgf13, Fhf2; fibroblast growth factor 13; K04358 fibroblast growth factor
mmu:12190	Brca2, Fancd1, RAB163; breast cancer 2; K08775 breast cancer 2 susceptibility protein
mmu:245578	Pcdh11x, PCDHX, PCDHX11, Pcdh11; protocadherin 11 X-linked; K16498 protocadherin delta 1
mmu:629542	Gm14781, OTTMUSG00000017976, OTTMUSG000000179761; predicted gene 14781
mmu:100039045	Gm10471; predicted gene 10471
mmu:13164	Dazl, Daz-like, Dazh, Dazl1, Dazla, Tpx-2, Tpx2; deleted in azoospermia-like
mmu:230895	Vps13d; vacuolar protein sorting 13 D (yeast); K19527 vacuolar protein sorting-associated protein 13D
mmu:329942	Csmd2, B230311I21, B230378I17, Gm139, mKIAA1884; CUB and Sushi multiple domains 2; K17495 CUB and sushi domain-containing protein
mmu:100503949	Gm8923, 668009; predicted gene 8923
mmu:338366	Mia3, 9130229H14Rik, A930039G15Rik, AU022327, B230399H06Rik, C80126, Gm1525, TANGO1, Tango; melanoma inhibitory activity 3
mmu:72061	2010111I01Rik, 2300006M17Rik, AP-O, Aopep, mir-23b, mir-24-1, mir-27b; RIKEN cDNA 2010111I01 gene; K09606 aminopeptidase O [EC:3.4.11.-]
mmu:269966	Nup98, 4732457F17, AI849286, Nup96; nucleoporin 98; K14297 nuclear pore complex protein Nup98-Nup96
mmu:100043597	Srcap, B930091H02Rik, D030022P06Rik, F630004O05Rik; Snf2-related CREBBP activator protein; K11661 helicase SRCAP [EC:3.6.4.-]
mmu:76998	Fbxw27, 1700124P09Rik; F-box and WD-40 domain protein 27
mmu:77300	Raph1, 9430025M21Rik, C730009O10Rik, Lpd; Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
mmu:100502924	Gm11237, OTTMUSG00000000281; predicted gene 11237
mmu:22770	Zhx1; zinc fingers and homeoboxes 1
mmu:14918	Gucy2d; guanylate cyclase 2d (EC:4.6.1.2); K12321 guanylate cyclase 2D/E [EC:4.6.1.2]
mmu:229759	Olfm3, B230206G02Rik; olfactomedin 3
mmu:100041548	Gm3402; predicted gene 3402
mmu:71382	Pex1, 5430414H02Rik, E330005K07Rik, ZWS1; peroxisomal biogenesis factor 1; K13338 peroxin-1
mmu:18747	Prkaca, PKCD, Pkaca; protein kinase, cAMP dependent, catalytic, alpha (EC:2.7.11.11); K04345 protein kinase A [EC:2.7.11.11]
mmu:270118	Maml2, 5930431H10, BC032967; mastermind like 2 (Drosophila); K06061 mastermind
mmu:623197	Gm11236, OTTMUSG00000000280; predicted gene 11236
mmu:66656	Eef1d, EF-1-delta; eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein); K15410 elongation factor 1-delta
mmu:20679	Sox6, AI987981, SOX-LZ; SRY (sex determining region Y)-box 6; K09269 transcription factor SOX5/6/13 (SOX group D)
mmu:17475	Mpdz, AI225843, B930003D11Rik, MUPP1; multiple PDZ domain protein; K06095 multiple PDZ domain protein
mmu:17318	Mid1, 61B3-R, DXHXS1141, Fxy, Trim18; midline 1; K08285 midline 1 [EC:2.3.2.27]
mmu:74562	Fer1l4, 9130402C12Rik; fer-1-like 4 (C. elegans)
mmu:20843	Stag2, 9230105L23Rik, B230112I07Rik, SA-2, SAP2; stromal antigen 2; K06671 cohesin complex subunit SA-1/2
mmu:672284	Nkx1-1, Nkx-1.1, Sax2; NK1 transcription factor related, locus 1 (Drosophila); K09309 homeobox protein Nkx-1
mmu:72927	Hepacam, 2900042E01Rik, Glialcam, Hepn1; hepatocyte cell adhesion molecule
mmu:56191	Tro, AA409408, Maged3, Maged3l, Tnn, Trol, magphinin; trophinin
mmu:16452	Jak2, Fd17; Janus kinase 2 (EC:2.7.10.2); K04447 Janus kinase 2 [EC:2.7.10.2]
mmu:20391	Sgca, 50DAG, Asg; sarcoglycan, alpha (dystrophin-associated glycoprotein); K12565 alpha-sarcoglycan
mmu:79221	Hdac9, AV022454, D030072B18Rik, HD7B, HD9, HDRP, Hdac7b, Mitr, mKIAA0744; histone deacetylase 9 (EC:3.5.1.98); K11409 histone deacetylase 9 [EC:3.5.1.98]
mmu:102577427	Esp5; exocrine gland secreted peptide 5
mmu:242274	Lrrc7, AK122498, densin, mKIAA1365; leucine rich repeat containing 7
mmu:100862015	uncharacterized LOC100862015
mmu:100502896	uncharacterized LOC100502896
mmu:216976	BC037104, Sgk494; cDNA sequence BC030499 (EC:2.7.11.1); K17529 uncharacterized serine/threonine-protein kinase SgK494 [EC:2.7.11.1]
mmu:16579	Kifap3, KAP-3, KAP3, SMAP; kinesin-associated protein 3
mmu:545681	Gm12992, OTTMUSG00000009742; predicted gene 12992
mmu:100526521	Mir3084-1, Mir3084, mmu-mir-3084, mmu-mir-3084-1; microRNA 3084-1
mmu:102631771	Gm29089; predicted gene 29089
mmu:100532730	C230037L18Rik; RIKEN cDNA C230037L18 gene
mmu:66821	Bcs1l, 9130022O19Rik; BCS1-like (yeast); K08900 mitochondrial chaperone BCS1
mmu:102635561	Ggnbp2os; gametogenetin binding protein 2, opposite strand
mmu:105463124	Borg; BMP/OP-responsive gene
mmu:619312	G730013B05Rik, linc-Cblb, linc1610; RIKEN cDNA G730013B05 gene
mmu:330544	C230091D08Rik; RIKEN cDNA C230091D08 gene
mmu:100040294	Gm2694, C230036H16Rik, linc1582; predicted gene 2694
mmu:100502742	1700007L15Rik, linc-Iqcg, linc1609; RIKEN cDNA 1700007L15 gene
mmu:102635415	Halr1, Gm15055, Haunt, Linchoxa1, OTTMUSG00000018881, linc-Evx1, linc-Hoxa1, linc1547; Hoxa adjacent long noncoding RNA 1
mmu:103012	Firre, 5830467J12Rik, 6720401G13Rik, AW048145; functional intergenic repeating RNA element
mmu:100126226	5430421N21Rik, Krt83; RIKEN cDNA 5430421N21 gene; K07605 type II keratin, basic
mmu:239673	4732456N10Rik, Krt90; RIKEN cDNA 4732456N10 gene; K07605 type II keratin, basic
mmu:210757	Themis, E430004N04Rik, Gasp, Spot, Tsepa, thylex; thymocyte selection associated
mmu:406219	Krt83, Krt2-25, Krt87; keratin 83; K07605 type II keratin, basic
mmu:66322	1700011A15Rik, Krt88; RIKEN cDNA 1700011A15 gene
mmu:66914	Vps28, 1110014J03Rik, CIIA, D730005C08Rik; vacuolar protein sorting 28 (yeast); K12184 ESCRT-I complex subunit VPS28
mmu:574415	Gm6042, EG574415, Kb32p, Krt89; type II keratin Kb32P
mmu:226075	Glis3, 4833409N03Rik, E330013K21Rik; GLIS family zinc finger 3; K09232 zinc finger protein GLIS1/3
mmu:72404	Wdr44, 2610034K17Rik, RAB11BP, RPH11; WD repeat domain 44
mmu:22278	Usf1, bHLHb11; upstream transcription factor 1; K09106 upstream stimulatory factor
mmu:227622	D930050G13Rik, Paxx; cDNA sequence BC029214
mmu:67426	Adck3, 4632432J16Rik, AI462003, Cabc1, mKIAA0451; aarF domain containing kinase 3; K08869 aarF domain-containing kinase
mmu:56399	Akap8, 1200016A02Rik, AA673585, AKAP-8, AKAP95, AU015639; A kinase (PRKA) anchor protein 8; K16525 A-kinase anchor protein 8
mmu:553095	Gm17750; predicted gene, 17750
mmu:214766	Mmp21, b2b2458Clo, b2b873Clo; matrix metallopeptidase 21; K08000 matrix metalloproteinase-21 [EC:3.4.24.-]
mmu:68002	Sdhaf4, 1110058L19Rik, 1700001E18Rik, C6orf57; succinate dehydrogenase complex assembly factor 4
mmu:546488	Olfr785, EG546488, MOR111-8P, Olfr785-ps1; olfactory receptor 785
mmu:71238	Sdhaf3, 0610005M07Rik, 4933430A16Rik, Acn9; succinate dehydrogenase complex assembly factor 3
mmu:258148	Olfr789, MOR111-13, MOR111-9P, Olfr789-ps1; olfactory receptor 789
mmu:330577	Saxo2, 1700129I04Rik, D030069K18, Fam154b; stablizer of axonemal microtubules 2
mmu:15369	Hmox2, HO-2, HO2; heme oxygenase 2 (EC:1.14.99.3); K00510 heme oxygenase (biliverdin-producing) [EC:1.14.14.18]
mmu:212281	Zfp729a, A530054K11Rik, Rslcan3; zinc finger protein 729a; K09228 KRAB domain-containing zinc finger protein
mmu:15368	Hmox1, D8Wsu38e, HO-1, HO1, Hemox, Hmox, Hsp32; heme oxygenase 1 (EC:1.14.99.3); K00510 heme oxygenase (biliverdin-producing) [EC:1.14.14.18]
mmu:100416706	Zfp729b, AA987127; zinc finger protein 729b; K09228 KRAB domain-containing zinc finger protein
mmu:77673	Defb41, 9230102D03Rik, Bd-41, Defb16, Gm15386, OTTMUSG00000020946, OTTMUSG00000020948; defensin beta 41
mmu:75811	Saxo1, 4930500O09Rik, Fam154a; stablizer of axonemal microtubules 1
mmu:64082	Popdc2, AV006127, Pop2; popeye domain containing 2
mmu:105463053	Bloodlinc, Gm11616, OTTMUSG00000002784; Bloodlinc, erythroid developmental long intergenic non-protein coding transcript
mmu:723945	Mir297a-2, Gm24114, Mir297-2, Mirn297-2; microRNA 297a-2
mmu:319163	Hist1h2aa, Th2a; histone cluster 1, H2aa; K11251 histone H2A
mmu:56734	Tulp2, Pdet; tubby-like protein 2
mmu:13180	Pcbd1, Dcoh, Pcbd, Pcd, Phs; pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1 (EC:4.2.1.96); K01724 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
mmu:76080	Ttpal, 3110080A02Rik, 5830472M02Rik; tocopherol (alpha) transfer protein-like
mmu:12363	Casp4, CASP-11, CASP-4, Casp11, Caspl, ich-3; caspase 4, apoptosis-related cysteine peptidase (EC:3.4.22.64); K12808 caspase 11 [EC:3.4.22.64]
mmu:12368	Casp6, CASP-6, Mch2; caspase 6 (EC:3.4.22.59); K04396 caspase 6 [EC:3.4.22.59]
mmu:59090	Midn, 3000003C15Rik; midnolin
mmu:66442	Spc25, 2600017H08Rik, 2610205L13Rik, Spbc25; SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae); K11550 kinetochore protein Spc25, animal type
mmu:11983	Atpif1, Atpi, IF(1), If1; ATPase inhibitory factor 1
mmu:245839	Gzmn, GrN; granzyme N
mmu:269614	Pank4, D030031I12Rik, R75150; pantothenate kinase 4 (EC:2.7.1.33); K09680 type II pantothenate kinase [EC:2.7.1.33]
mmu:171171	Ntng2, 2610016D08Rik, Lmnt2; netrin G2; K16359 netrin-G2
mmu:66961	Neat1, 2310043N10Rik, VINC; nuclear paraspeckle assembly transcript 1 (non-protein coding)
mmu:12366	Casp2, CASP-2, ICH-1, NEDD-2, Nedd2; caspase 2 (EC:3.4.22.55); K02186 caspase 2 [EC:3.4.22.55]
mmu:14071	F9, AW111646, Cf-9, Cf9; coagulation factor IX (EC:3.4.21.22); K01321 coagulation factor IX (Christmas factor) [EC:3.4.21.22]
mmu:99377	Sall4, 5730441M18Rik, AA407717, AL022809, AW536104, C330011P20Rik, C78083, C78563, Tex20; sal-like 4 (Drosophila)
mmu:11816	Apoe, AI255918, Apo-E; apolipoprotein E; K04524 apolipoprotein E
mmu:14061	F2, Cf-2, Cf2, FII; coagulation factor II (EC:3.4.21.5); K01313 coagulation factor II (thrombin) [EC:3.4.21.5]
mmu:16885	Limk1, KIZ-1, LIMK-1, Limk; LIM-domain containing, protein kinase (EC:2.7.11.1); K05743 LIM domain kinase 1 [EC:2.7.11.1]
mmu:14526	Gcg, GLP-1, Glu, PPG; glucagon; K05259 glucagon
mmu:14161	Fga, Fib; fibrinogen alpha chain; K03903 fibrinogen alpha chain
mmu:14067	F5, AI173222, Cf-5, Cf5; coagulation factor V; K03902 coagulation factor V (labile factor)
